temperature,pH,salinity,turbidity,water_type,species
27.74,7.49,2.05,22.85,Freshwater,Tilapia
27.73,7.36,6.97,40.38,Brackish,Catfish
29.18,7.77,29.45,47.3,High Salinity,Tiger Shrimp
27.23,7.95,22.34,50.08,High Salinity,Tiger Shrimp
28.17,7.04,23.92,22.54,High Salinity,Milkfish
31.12,7.68,27.87,22.21,High Salinity,Milkfish
29.72,8.4,20.93,36.81,High Salinity,Tiger Shrimp
30.1,6.57,3.53,11.33,Freshwater,Tilapia
31.32,8.02,19.31,40.68,High Salinity,Whiteleg Shrimp
29.84,8.23,18.5,31.76,High Salinity,Whiteleg Shrimp
25.85,7.49,4.66,19.7,Freshwater,Catfish
28.07,8.3,16.71,29.84,High Salinity,Whiteleg Shrimp
29.15,6.58,2.72,18.22,Freshwater,Tilapia
29.12,8.01,7.53,27.4,Brackish,Catfish
31.23,7.72,19.44,18.41,High Salinity,Whiteleg Shrimp
26.76,6.56,6.68,30.84,Brackish,Catfish
27.89,6.96,1.59,23.06,Freshwater,Tilapia
23.7,7.96,2.16,13.67,Freshwater,Tilapia
29.01,8.42,19.7,33.95,High Salinity,Whiteleg Shrimp
28.96,6.74,3.22,29.13,Freshwater,Catfish
27.81,7.86,30.86,28.78,High Salinity,Milkfish
26.64,8.56,15.76,26.38,High Salinity,Tiger Shrimp
29.95,7.57,14.19,49.86,Brackish,Tiger Shrimp
29.69,7.88,22.2,21.9,High Salinity,Whiteleg Shrimp
25.54,8.53,2.01,19.0,Freshwater,Tilapia
31.03,7.08,33.95,26.07,High Salinity,Milkfish
30.47,7.99,21.6,46.44,High Salinity,Whiteleg Shrimp
31.06,7.95,27.29,18.82,High Salinity,Milkfish
28.96,8.02,23.69,25.66,High Salinity,Whiteleg Shrimp
26.28,7.6,4.31,27.23,Freshwater,Catfish
28.13,7.61,5.11,24.0,Brackish,Catfish
24.41,8.18,5.15,24.69,Brackish,Tilapia
29.86,7.72,9.66,37.74,Brackish,Milkfish
31.59,7.67,22.64,35.52,High Salinity,Whiteleg Shrimp
32.32,7.85,32.84,19.85,High Salinity,Milkfish
31.62,7.9,20.97,44.9,High Salinity,Whiteleg Shrimp
29.72,7.83,5.55,31.29,Brackish,Catfish
28.17,6.76,2.47,30.17,Freshwater,Tilapia
27.42,7.58,27.56,24.27,High Salinity,Tiger Shrimp
29.11,7.43,24.9,38.64,High Salinity,Tiger Shrimp
26.59,7.38,21.51,21.37,High Salinity,Milkfish
28.7,8.33,16.59,53.5,High Salinity,Tiger Shrimp
26.43,6.87,5.45,23.12,Brackish,Catfish
29.3,7.48,3.68,24.3,Freshwater,Tilapia
28.96,7.39,14.92,20.61,Brackish,Whiteleg Shrimp
28.4,7.78,0.29,20.96,Freshwater,Tilapia
28.33,8.27,24.67,33.77,High Salinity,Tiger Shrimp
28.28,8.31,4.81,29.84,Freshwater,Tilapia
31.57,8.18,17.13,32.66,High Salinity,Tiger Shrimp
29.5,7.08,5.31,25.49,Brackish,Catfish
28.68,8.54,20.15,37.38,High Salinity,Tiger Shrimp
32.16,6.76,4.02,24.86,Freshwater,Catfish
27.89,8.0,19.0,32.65,High Salinity,Tiger Shrimp
25.56,7.89,3.37,11.41,Freshwater,Tilapia
26.29,7.06,4.78,37.97,Freshwater,Catfish
28.35,6.44,4.22,26.8,Freshwater,Catfish
30.12,7.82,20.64,21.95,High Salinity,Whiteleg Shrimp
30.23,7.1,11.68,43.34,Brackish,Milkfish
28.61,6.73,3.84,28.1,Freshwater,Catfish
26.18,7.69,1.22,11.12,Freshwater,Tilapia
28.47,7.9,30.22,31.91,High Salinity,Milkfish
27.07,7.0,20.64,43.43,High Salinity,Milkfish
25.23,6.63,4.83,24.25,Freshwater,Tilapia
27.33,7.07,0.0,26.33,Freshwater,Catfish
30.36,7.97,24.04,35.31,High Salinity,Whiteleg Shrimp
29.64,7.48,17.66,35.6,High Salinity,Tiger Shrimp
31.27,8.2,19.65,24.19,High Salinity,Whiteleg Shrimp
27.26,8.3,3.45,16.04,Freshwater,Tilapia
29.3,6.95,6.62,32.84,Brackish,Catfish
30.42,7.94,23.74,37.76,High Salinity,Whiteleg Shrimp
30.39,8.31,26.98,37.67,High Salinity,Tiger Shrimp
29.8,7.37,1.22,23.87,Freshwater,Catfish
26.59,7.82,3.61,18.53,Freshwater,Tilapia
29.55,7.21,25.48,25.82,High Salinity,Milkfish
25.17,7.77,1.67,12.06,Freshwater,Tilapia
28.73,7.78,14.77,41.33,Brackish,Whiteleg Shrimp
28.84,7.67,26.59,55.05,High Salinity,Tiger Shrimp
29.15,8.26,18.91,46.99,High Salinity,Whiteleg Shrimp
28.22,7.53,10.24,39.82,Brackish,Milkfish
30.65,8.17,18.02,36.49,High Salinity,Whiteleg Shrimp
30.64,7.9,16.83,24.31,High Salinity,Milkfish
27.92,7.56,15.44,31.44,High Salinity,Milkfish
27.14,8.29,27.33,27.25,High Salinity,Tiger Shrimp
25.15,8.08,4.6,13.08,Freshwater,Catfish
31.09,7.56,21.0,18.12,High Salinity,Whiteleg Shrimp
25.99,7.37,6.15,34.79,Brackish,Catfish
30.88,7.97,24.99,40.2,High Salinity,Whiteleg Shrimp
29.35,8.37,3.44,24.06,Freshwater,Tilapia
25.44,8.02,0.9,14.2,Freshwater,Tilapia
26.59,8.65,3.56,23.0,Freshwater,Tilapia
31.13,7.99,6.98,25.68,Brackish,Catfish
26.42,6.44,6.22,28.57,Brackish,Catfish
25.1,7.23,2.94,30.8,Freshwater,Catfish
26.4,6.62,2.78,30.58,Freshwater,Tilapia
24.76,8.12,3.31,21.54,Freshwater,Tilapia
26.91,7.17,0.01,24.86,Freshwater,Catfish
28.36,7.12,2.11,19.94,Freshwater,Catfish
31.13,8.54,22.17,32.57,High Salinity,Whiteleg Shrimp
31.2,7.81,33.85,37.03,High Salinity,Milkfish
27.75,8.29,22.8,35.87,High Salinity,Tiger Shrimp
26.2,7.31,0.84,18.02,Freshwater,Tilapia
27.27,8.36,27.57,30.65,High Salinity,Milkfish
26.87,7.85,5.51,16.79,Brackish,Catfish
31.46,8.17,15.74,39.88,High Salinity,Whiteleg Shrimp
27.67,7.95,28.29,32.27,High Salinity,Tiger Shrimp
25.2,7.12,0.0,13.13,Freshwater,Tilapia
28.59,8.04,23.83,50.0,High Salinity,Tiger Shrimp
25.63,7.36,3.6,29.16,Freshwater,Catfish
32.38,7.2,15.64,31.96,High Salinity,Milkfish
29.15,7.23,25.61,38.48,High Salinity,Milkfish
28.01,8.15,17.02,33.22,High Salinity,Milkfish
27.32,8.03,31.37,48.16,High Salinity,Tiger Shrimp
24.46,7.11,2.75,26.38,Freshwater,Tilapia
26.91,8.0,17.19,41.3,High Salinity,Tiger Shrimp
28.96,7.45,23.3,27.42,High Salinity,Whiteleg Shrimp
29.9,7.77,19.13,24.22,High Salinity,Whiteleg Shrimp
29.98,8.27,6.5,34.93,Brackish,Catfish
25.54,7.02,4.88,20.48,Freshwater,Catfish
27.88,6.67,4.06,17.05,Freshwater,Catfish
29.98,6.75,2.14,24.12,Freshwater,Tilapia
28.93,7.91,18.94,24.73,High Salinity,Whiteleg Shrimp
30.24,7.76,3.56,23.3,Freshwater,Catfish
27.23,7.73,1.19,41.91,Freshwater,Catfish
28.09,6.58,2.39,34.1,Freshwater,Catfish
24.21,7.47,5.47,20.72,Brackish,Tilapia
30.62,8.14,23.89,39.0,High Salinity,Tiger Shrimp
29.51,8.41,15.28,29.39,High Salinity,Milkfish
27.72,7.43,1.72,34.1,Freshwater,Catfish
30.32,7.38,15.42,41.56,High Salinity,Milkfish
25.15,7.53,5.61,22.31,Brackish,Catfish
31.04,7.75,17.92,32.14,High Salinity,Milkfish
29.6,7.47,24.65,50.57,High Salinity,Tiger Shrimp
26.3,7.32,1.37,29.75,Freshwater,Catfish
26.82,6.62,1.79,8.47,Freshwater,Tilapia
24.16,7.09,4.19,42.15,Freshwater,Catfish
29.48,8.14,34.73,38.73,High Salinity,Milkfish
32.87,7.73,21.84,46.29,High Salinity,Milkfish
28.58,8.47,18.73,49.47,High Salinity,Whiteleg Shrimp
28.6,8.17,26.6,26.82,High Salinity,Tiger Shrimp
30.08,7.77,27.19,29.03,High Salinity,Tiger Shrimp
28.52,8.18,17.0,44.45,High Salinity,Tiger Shrimp
29.54,8.11,4.26,10.8,Freshwater,Tilapia
30.41,7.94,0.72,13.13,Freshwater,Tilapia
26.79,7.8,2.21,31.46,Freshwater,Catfish
27.99,8.71,2.48,23.28,Freshwater,Tilapia
30.9,8.32,27.02,52.4,High Salinity,Tiger Shrimp
26.75,7.22,17.41,39.05,High Salinity,Milkfish
28.91,7.57,17.25,44.95,High Salinity,Tiger Shrimp
26.9,7.25,2.66,27.39,Freshwater,Catfish
29.01,8.02,18.6,58.52,High Salinity,Tiger Shrimp
28.03,7.63,13.01,29.91,Brackish,Milkfish
26.26,8.07,0.0,9.26,Freshwater,Tilapia
31.17,7.33,15.51,29.32,High Salinity,Whiteleg Shrimp
28.08,7.79,0.0,15.57,Freshwater,Tilapia
28.17,6.82,8.74,31.8,Brackish,Catfish
26.58,8.16,24.92,55.73,High Salinity,Tiger Shrimp
29.15,7.6,16.86,31.0,High Salinity,Tiger Shrimp
27.15,8.5,22.05,40.26,High Salinity,Tiger Shrimp
29.83,7.99,28.0,46.73,High Salinity,Tiger Shrimp
30.05,7.63,8.52,24.51,Brackish,Catfish
30.94,8.27,29.96,47.06,High Salinity,Tiger Shrimp
27.51,8.14,30.15,20.8,High Salinity,Milkfish
29.47,7.61,7.3,18.51,Brackish,Catfish
28.58,8.35,24.44,47.61,High Salinity,Whiteleg Shrimp
28.37,7.5,13.49,29.58,Brackish,Milkfish
29.36,7.92,24.14,47.1,High Salinity,Tiger Shrimp
27.27,7.67,2.15,12.59,Freshwater,Tilapia
24.1,6.58,1.87,13.25,Freshwater,Tilapia
30.79,8.08,20.75,36.42,High Salinity,Whiteleg Shrimp
30.46,7.83,17.81,34.43,High Salinity,Tiger Shrimp
25.74,6.75,1.13,9.23,Freshwater,Tilapia
30.66,8.0,19.36,38.54,High Salinity,Tiger Shrimp
27.55,7.23,30.17,22.61,High Salinity,Milkfish
25.16,7.75,5.02,23.21,Brackish,Tilapia
27.33,8.4,16.79,37.03,High Salinity,Tiger Shrimp
28.13,7.51,2.0,25.5,Freshwater,Tilapia
27.43,7.59,28.75,30.16,High Salinity,Tiger Shrimp
31.51,7.87,17.84,32.72,High Salinity,Whiteleg Shrimp
30.22,7.89,0.98,7.47,Freshwater,Tilapia
30.77,7.96,19.92,41.26,High Salinity,Whiteleg Shrimp
27.67,7.9,27.85,51.0,High Salinity,Tiger Shrimp
28.26,8.15,27.3,30.97,High Salinity,Tiger Shrimp
27.13,6.95,0.78,8.58,Freshwater,Tilapia
30.84,7.67,22.3,48.13,High Salinity,Tiger Shrimp
29.28,7.89,29.25,38.63,High Salinity,Tiger Shrimp
28.46,8.54,20.36,51.88,High Salinity,Tiger Shrimp
29.36,7.83,7.27,15.47,Brackish,Catfish
30.62,7.8,19.27,25.46,High Salinity,Whiteleg Shrimp
28.76,7.7,20.82,56.22,High Salinity,Tiger Shrimp
30.51,7.95,19.33,47.84,High Salinity,Tiger Shrimp
31.88,7.8,20.7,39.94,High Salinity,Whiteleg Shrimp
27.86,7.0,4.84,17.8,Freshwater,Catfish
26.33,6.88,5.43,34.59,Brackish,Catfish
27.16,8.04,9.66,47.84,Brackish,Milkfish
30.26,7.99,19.0,27.75,High Salinity,Milkfish
29.39,8.37,11.38,41.48,Brackish,Milkfish
28.75,8.51,26.78,47.35,High Salinity,Tiger Shrimp
27.57,7.28,11.97,27.24,Brackish,Milkfish
27.37,7.13,4.88,31.36,Freshwater,Catfish
29.76,8.02,28.58,37.53,High Salinity,Milkfish
30.55,8.19,16.23,43.12,High Salinity,Whiteleg Shrimp
28.66,7.92,15.54,30.26,High Salinity,Tiger Shrimp
30.9,6.63,2.83,37.14,Freshwater,Catfish
27.35,7.51,27.8,27.43,High Salinity,Milkfish
30.97,8.31,20.9,38.81,High Salinity,Whiteleg Shrimp
27.19,7.62,3.14,10.77,Freshwater,Tilapia
31.75,6.89,6.7,23.33,Brackish,Catfish
28.74,6.86,1.07,11.09,Freshwater,Tilapia
26.73,8.21,27.58,31.04,High Salinity,Tiger Shrimp
26.81,7.92,15.33,35.73,High Salinity,Milkfish
28.68,7.73,21.04,36.2,High Salinity,Milkfish
30.01,7.66,27.31,39.35,High Salinity,Milkfish
31.68,8.63,23.34,40.92,High Salinity,Whiteleg Shrimp
29.5,8.19,5.35,17.75,Brackish,Tilapia
25.23,7.58,0.73,25.71,Freshwater,Tilapia
25.98,7.48,2.74,16.32,Freshwater,Tilapia
28.56,8.01,17.05,22.58,High Salinity,Whiteleg Shrimp
28.6,7.93,25.6,51.99,High Salinity,Tiger Shrimp
30.11,8.35,21.58,46.14,High Salinity,Whiteleg Shrimp
29.73,8.03,17.43,34.4,High Salinity,Tiger Shrimp
29.82,7.97,24.46,54.37,High Salinity,Tiger Shrimp
24.66,8.28,3.12,23.8,Freshwater,Tilapia
32.68,8.18,31.53,39.24,High Salinity,Milkfish
26.85,7.92,24.53,38.4,High Salinity,Milkfish
25.45,6.87,3.5,18.15,Freshwater,Catfish
29.08,7.35,0.0,21.71,Freshwater,Catfish
25.99,7.24,4.1,33.12,Freshwater,Catfish
28.51,7.92,24.02,27.55,High Salinity,Tiger Shrimp
30.76,7.45,27.18,33.25,High Salinity,Milkfish
27.89,8.36,32.35,23.96,High Salinity,Milkfish
29.95,8.14,19.09,32.75,High Salinity,Whiteleg Shrimp
27.94,7.3,30.78,26.63,High Salinity,Milkfish
29.66,7.61,4.68,14.53,Freshwater,Catfish
30.42,7.38,30.99,25.15,High Salinity,Milkfish
28.36,8.57,23.5,29.63,High Salinity,Tiger Shrimp
27.55,6.86,3.25,27.13,Freshwater,Tilapia
31.07,6.49,0.0,18.05,Freshwater,Catfish
25.44,7.49,1.45,23.92,Freshwater,Tilapia
28.58,7.57,19.45,46.38,High Salinity,Tiger Shrimp
26.87,7.97,32.66,18.2,High Salinity,Milkfish
31.36,6.71,23.04,33.74,High Salinity,Milkfish
27.44,8.3,0.0,24.6,Freshwater,Tilapia
29.67,8.55,18.22,37.18,High Salinity,Tiger Shrimp
28.19,7.99,15.36,25.54,High Salinity,Milkfish
26.21,7.67,0.0,29.7,Freshwater,Catfish
28.77,7.19,0.0,32.33,Freshwater,Catfish
29.58,7.54,0.74,15.49,Freshwater,Tilapia
30.47,7.17,23.82,24.39,High Salinity,Milkfish
27.24,7.98,1.72,18.43,Freshwater,Tilapia
31.98,7.0,4.01,36.78,Freshwater,Catfish
29.09,8.18,17.66,49.98,High Salinity,Whiteleg Shrimp
27.67,8.3,16.09,18.57,High Salinity,Whiteleg Shrimp
24.6,7.39,5.93,20.32,Brackish,Catfish
27.46,7.95,5.33,41.34,Brackish,Catfish
31.1,7.81,22.42,39.89,High Salinity,Whiteleg Shrimp
27.8,7.5,27.91,39.99,High Salinity,Tiger Shrimp
27.38,8.02,3.51,15.74,Freshwater,Tilapia
28.93,6.89,0.83,14.87,Freshwater,Catfish
27.02,8.32,18.52,39.53,High Salinity,Milkfish
29.11,8.38,18.17,48.38,High Salinity,Tiger Shrimp
28.22,7.35,4.76,26.96,Freshwater,Catfish
31.53,8.24,21.65,46.11,High Salinity,Whiteleg Shrimp
29.53,6.96,0.0,30.59,Freshwater,Catfish
28.48,8.24,23.46,25.87,High Salinity,Tiger Shrimp
30.49,7.47,1.39,12.91,Freshwater,Tilapia
26.02,7.43,16.28,24.14,High Salinity,Milkfish
28.14,7.91,19.04,46.42,High Salinity,Tiger Shrimp
29.14,8.29,16.09,38.97,High Salinity,Whiteleg Shrimp
26.08,7.48,3.38,20.03,Freshwater,Tilapia
27.45,6.69,0.0,12.25,Freshwater,Tilapia
27.9,7.74,30.73,23.22,High Salinity,Milkfish
24.85,7.85,8.53,29.83,Brackish,Catfish
29.65,7.89,14.88,40.48,Brackish,Tiger Shrimp
27.11,7.3,1.27,24.11,Freshwater,Catfish
30.31,7.78,21.19,47.92,High Salinity,Tiger Shrimp
32.8,8.1,23.26,22.44,High Salinity,Whiteleg Shrimp
31.03,7.69,35.45,31.84,High Salinity,Milkfish
28.72,8.26,24.95,27.33,High Salinity,Tiger Shrimp
28.22,8.78,24.35,50.48,High Salinity,Tiger Shrimp
26.29,7.91,0.18,21.41,Freshwater,Tilapia
29.44,7.73,16.71,30.16,High Salinity,Whiteleg Shrimp
26.8,6.64,2.02,22.32,Freshwater,Catfish
28.28,8.28,23.24,43.49,High Salinity,Whiteleg Shrimp
30.02,6.46,2.52,30.23,Freshwater,Tilapia
29.12,7.57,22.5,54.65,High Salinity,Tiger Shrimp
27.33,7.21,12.52,46.17,Brackish,Milkfish
26.85,8.3,14.15,38.12,Brackish,Tiger Shrimp
26.45,7.47,2.07,23.01,Freshwater,Catfish
27.12,8.23,18.77,43.85,High Salinity,Whiteleg Shrimp
29.22,8.45,24.2,41.15,High Salinity,Whiteleg Shrimp
24.95,6.97,3.54,23.2,Freshwater,Catfish
26.88,6.99,8.1,21.78,Brackish,Catfish
26.45,8.22,1.64,18.5,Freshwater,Tilapia
25.88,7.95,1.76,18.09,Freshwater,Tilapia
30.35,8.4,19.43,38.75,High Salinity,Tiger Shrimp
25.41,7.83,2.39,27.71,Freshwater,Tilapia
28.7,7.86,4.21,23.33,Freshwater,Tilapia
28.44,7.85,4.72,15.46,Freshwater,Tilapia
25.64,7.67,6.79,27.98,Brackish,Catfish
26.94,6.51,7.07,24.51,Brackish,Catfish
26.07,6.97,0.44,12.64,Freshwater,Catfish
31.42,8.27,17.53,24.57,High Salinity,Whiteleg Shrimp
25.41,6.84,2.79,31.17,Freshwater,Tilapia
29.99,7.27,1.96,21.12,Freshwater,Tilapia
27.85,6.61,5.81,14.25,Brackish,Tilapia
27.59,8.12,30.76,38.34,High Salinity,Milkfish
28.12,8.41,20.75,39.21,High Salinity,Whiteleg Shrimp
29.36,8.11,8.54,14.61,Brackish,Catfish
28.5,8.39,18.23,34.25,High Salinity,Tiger Shrimp
30.53,6.97,2.45,31.47,Freshwater,Catfish
30.38,7.92,23.57,27.04,High Salinity,Whiteleg Shrimp
31.56,7.07,2.32,21.65,Freshwater,Catfish
26.49,7.08,3.13,36.61,Freshwater,Catfish
27.98,7.65,3.06,40.42,Freshwater,Catfish
27.82,8.19,23.55,43.67,High Salinity,Whiteleg Shrimp
28.22,7.33,20.31,52.5,High Salinity,Tiger Shrimp
32.33,8.21,19.44,29.79,High Salinity,Whiteleg Shrimp
26.16,7.83,13.7,46.39,Brackish,Milkfish
29.4,8.05,15.54,44.6,High Salinity,Whiteleg Shrimp
28.72,7.44,18.36,41.05,High Salinity,Whiteleg Shrimp
31.22,7.77,14.69,44.35,Brackish,Tiger Shrimp
32.82,7.84,3.42,20.15,Freshwater,Catfish
25.13,8.01,4.49,5.41,Freshwater,Tilapia
29.57,8.46,18.29,49.11,High Salinity,Tiger Shrimp
26.01,7.89,2.77,25.58,Freshwater,Catfish
26.44,7.51,25.16,34.99,High Salinity,Tiger Shrimp
29.51,8.43,19.44,39.36,High Salinity,Whiteleg Shrimp
29.93,7.85,32.08,42.38,High Salinity,Milkfish
30.42,8.12,17.65,25.8,High Salinity,Milkfish
30.91,8.38,22.31,44.48,High Salinity,Whiteleg Shrimp
26.97,7.58,25.61,35.82,High Salinity,Milkfish
24.36,6.93,4.59,24.64,Freshwater,Tilapia
29.75,8.13,22.58,39.66,High Salinity,Tiger Shrimp
24.32,6.94,2.06,34.77,Freshwater,Catfish
29.84,7.79,24.4,24.39,High Salinity,Whiteleg Shrimp
30.27,8.03,12.61,26.2,Brackish,Milkfish
28.55,8.11,14.47,30.76,Brackish,Whiteleg Shrimp
27.44,7.79,3.38,25.18,Freshwater,Tilapia
29.95,8.49,20.59,33.22,High Salinity,Whiteleg Shrimp
27.34,7.23,25.26,53.5,High Salinity,Tiger Shrimp
28.78,8.46,27.96,53.46,High Salinity,Tiger Shrimp
28.57,8.56,28.29,47.08,High Salinity,Tiger Shrimp
27.3,7.84,0.54,9.12,Freshwater,Tilapia
28.47,8.18,24.88,20.68,High Salinity,Whiteleg Shrimp
31.44,7.53,28.55,43.47,High Salinity,Tiger Shrimp
25.52,7.27,3.74,24.51,Freshwater,Tilapia
31.18,8.45,33.71,44.63,High Salinity,Milkfish
29.27,7.36,33.77,37.39,High Salinity,Milkfish
32.24,7.61,1.94,19.7,Freshwater,Catfish
28.22,8.65,21.93,20.55,High Salinity,Whiteleg Shrimp
30.18,7.53,23.39,35.96,High Salinity,Whiteleg Shrimp
28.77,8.05,4.33,11.83,Freshwater,Tilapia
29.93,8.3,26.54,32.21,High Salinity,Tiger Shrimp
32.02,7.11,34.95,41.89,High Salinity,Milkfish
24.99,8.18,1.77,32.15,Freshwater,Tilapia
28.22,7.48,33.77,39.85,High Salinity,Milkfish
26.44,7.67,16.81,26.16,High Salinity,Tiger Shrimp
29.71,7.82,19.83,46.79,High Salinity,Tiger Shrimp
31.07,8.25,20.41,26.22,High Salinity,Milkfish
29.18,8.13,14.68,38.17,Brackish,Tiger Shrimp
28.95,7.62,17.22,23.49,High Salinity,Whiteleg Shrimp
28.7,7.78,26.21,44.58,High Salinity,Tiger Shrimp
30.05,8.06,18.29,23.58,High Salinity,Whiteleg Shrimp
27.08,8.51,18.48,22.51,High Salinity,Milkfish
26.63,8.24,2.84,21.77,Freshwater,Catfish
26.48,7.62,12.48,21.49,Brackish,Milkfish
27.22,7.78,4.08,10.99,Freshwater,Tilapia
29.42,7.77,18.31,55.01,High Salinity,Tiger Shrimp
29.57,6.29,2.68,12.89,Freshwater,Tilapia
31.44,7.81,22.22,45.43,High Salinity,Whiteleg Shrimp
31.3,8.36,19.35,31.1,High Salinity,Tiger Shrimp
27.83,7.39,22.8,53.38,High Salinity,Tiger Shrimp
28.49,8.12,15.11,26.9,High Salinity,Milkfish
28.06,7.67,26.42,51.95,High Salinity,Tiger Shrimp
27.88,7.75,15.03,26.42,High Salinity,Milkfish
31.55,7.88,21.46,31.02,High Salinity,Milkfish
29.03,7.41,30.3,40.21,High Salinity,Milkfish
28.35,8.6,1.4,13.18,Freshwater,Tilapia
28.8,7.89,29.51,47.24,High Salinity,Tiger Shrimp
26.33,7.9,0.1,19.5,Freshwater,Catfish
26.91,7.54,25.77,34.01,High Salinity,Tiger Shrimp
28.62,8.04,25.01,24.07,High Salinity,Whiteleg Shrimp
30.53,7.98,19.94,27.46,High Salinity,Whiteleg Shrimp
28.37,7.54,1.87,35.31,Freshwater,Catfish
27.89,7.39,16.96,27.41,High Salinity,Tiger Shrimp
28.62,8.59,22.76,35.37,High Salinity,Whiteleg Shrimp
27.33,7.56,31.79,22.53,High Salinity,Milkfish
27.42,8.1,16.5,40.75,High Salinity,Tiger Shrimp
26.02,8.27,18.54,26.18,High Salinity,Milkfish
30.02,7.63,27.77,45.9,High Salinity,Tiger Shrimp
25.64,7.44,2.36,22.57,Freshwater,Catfish
26.83,7.86,3.96,21.92,Freshwater,Catfish
29.39,8.55,24.13,26.34,High Salinity,Tiger Shrimp
29.72,7.82,17.4,28.14,High Salinity,Tiger Shrimp
30.93,7.89,19.16,27.8,High Salinity,Whiteleg Shrimp
28.22,8.17,14.32,32.4,Brackish,Milkfish
30.4,7.82,22.22,42.61,High Salinity,Tiger Shrimp
30.39,6.52,7.42,23.99,Brackish,Catfish
24.17,7.16,1.77,37.67,Freshwater,Catfish
31.4,6.98,6.58,44.63,Brackish,Catfish
28.77,8.17,14.98,47.5,Brackish,Whiteleg Shrimp
25.95,8.38,3.73,28.54,Freshwater,Tilapia
29.7,7.75,16.76,17.98,High Salinity,Whiteleg Shrimp
23.72,7.35,5.28,11.94,Brackish,Tilapia
29.34,8.15,6.96,21.11,Brackish,Catfish
27.77,7.61,19.57,39.98,High Salinity,Milkfish
30.22,7.03,3.02,27.59,Freshwater,Catfish
27.2,6.5,5.62,21.09,Brackish,Catfish
30.3,7.23,0.9,18.46,Freshwater,Catfish
30.6,7.39,32.47,36.32,High Salinity,Milkfish
24.0,7.2,1.62,20.99,Freshwater,Tilapia
29.47,7.16,4.4,7.91,Freshwater,Tilapia
28.67,8.14,22.79,40.16,High Salinity,Milkfish
30.01,8.35,19.41,41.73,High Salinity,Whiteleg Shrimp
28.27,8.18,3.27,20.84,Freshwater,Tilapia
29.43,6.87,1.52,23.92,Freshwater,Tilapia
29.53,6.48,4.37,25.34,Freshwater,Catfish
30.4,7.56,20.28,38.56,High Salinity,Whiteleg Shrimp
31.5,7.83,5.41,24.57,Brackish,Catfish
29.95,8.17,19.93,26.89,High Salinity,Whiteleg Shrimp
27.65,7.97,15.37,30.65,High Salinity,Tiger Shrimp
31.19,6.87,3.59,15.52,Freshwater,Catfish
31.7,7.7,20.93,28.25,High Salinity,Whiteleg Shrimp
27.31,7.84,21.13,31.55,High Salinity,Tiger Shrimp
27.45,8.17,23.41,39.83,High Salinity,Tiger Shrimp
25.42,7.14,1.33,12.28,Freshwater,Tilapia
30.98,7.92,17.63,42.55,High Salinity,Whiteleg Shrimp
29.66,8.33,13.38,29.09,Brackish,Milkfish
30.49,8.17,28.55,26.76,High Salinity,Tiger Shrimp
29.22,8.29,28.31,40.46,High Salinity,Tiger Shrimp
25.24,7.34,0.0,6.86,Freshwater,Tilapia
30.68,7.81,29.78,56.56,High Salinity,Tiger Shrimp
31.62,7.74,1.89,20.92,Freshwater,Catfish
27.95,7.34,28.14,44.01,High Salinity,Milkfish
30.32,6.5,0.0,19.27,Freshwater,Tilapia
32.22,6.97,9.52,37.8,Brackish,Milkfish
28.44,8.33,0.26,20.17,Freshwater,Tilapia
30.13,8.23,15.96,29.44,High Salinity,Tiger Shrimp
30.43,7.53,18.54,40.73,High Salinity,Whiteleg Shrimp
29.05,7.49,4.59,11.66,Freshwater,Tilapia
29.7,7.42,4.97,29.57,Freshwater,Catfish
30.42,7.84,26.79,19.33,High Salinity,Milkfish
29.27,8.18,20.45,50.35,High Salinity,Whiteleg Shrimp
28.27,7.81,13.58,30.4,Brackish,Milkfish
24.0,8.13,0.0,20.81,Freshwater,Tilapia
28.93,6.67,7.7,32.38,Brackish,Catfish
28.54,7.42,2.44,18.87,Freshwater,Tilapia
26.72,7.3,6.49,25.19,Brackish,Catfish
25.95,7.73,2.4,24.6,Freshwater,Tilapia
28.9,7.57,27.51,46.53,High Salinity,Tiger Shrimp
30.1,7.76,29.17,28.87,High Salinity,Milkfish
26.96,7.31,0.09,27.88,Freshwater,Tilapia
26.65,6.86,3.8,22.45,Freshwater,Tilapia
29.32,7.67,23.7,36.87,High Salinity,Milkfish
28.36,8.19,17.24,34.65,High Salinity,Whiteleg Shrimp
29.67,7.5,2.4,36.59,Freshwater,Catfish
31.51,7.65,19.99,25.57,High Salinity,Whiteleg Shrimp
29.66,7.02,0.0,15.21,Freshwater,Tilapia
25.88,7.77,0.11,16.18,Freshwater,Tilapia
31.54,7.39,22.48,29.53,High Salinity,Milkfish
30.54,8.0,19.96,53.25,High Salinity,Tiger Shrimp
28.63,7.75,22.19,20.84,High Salinity,Whiteleg Shrimp
32.67,7.1,20.66,41.19,High Salinity,Milkfish
26.91,6.68,5.0,29.32,Freshwater,Tilapia
24.68,8.78,2.41,9.48,Freshwater,Tilapia
28.67,7.38,0.0,27.96,Freshwater,Catfish
23.54,7.23,3.51,18.46,Freshwater,Tilapia
27.79,7.61,23.5,44.67,High Salinity,Tiger Shrimp
29.48,7.32,12.78,27.1,Brackish,Milkfish
27.09,7.53,4.91,33.25,Freshwater,Catfish
26.65,7.11,1.59,39.42,Freshwater,Catfish
25.72,8.32,19.97,39.99,High Salinity,Milkfish
